line,label,global,start,size
13918,Tsa4_EfxMagdhisEffectBG,Img_08627514,0x627514,0xD10
13922,Tsa4_EfxMagdhisEffectBG,Img_08628224,0x628224,0x125C
13926,Tsa4_EfxMagdhisEffectBG,Img_08629480,0x629480,0x684
13930,Tsa4_EfxMagdhisEffectBG,Img_08629B04,0x629B04,0x55C
13934,Tsa4_EfxMagdhisEffectBG,Img_0862A060,0x62A060,0x270
13938,Tsa4_EfxMagdhisEffectBG,Pal_0862A2D0,0x62A2D0,0x20
13942,Tsa4_EfxMagdhisEffectBG,Pal_0862A2F0,0x62A2F0,0x20
13946,Tsa4_EfxMagdhisEffectBG,Tsa_0862A310,0x62A310,0xFC
13950,Tsa4_EfxMagdhisEffectBG,Tsa_0862A40C,0x62A40C,0x100
13954,Tsa4_EfxMagdhisEffectBG,Tsa_0862A50C,0x62A50C,0x104
13958,Tsa4_EfxMagdhisEffectBG,Tsa_0862A610,0x62A610,0xF8
13962,Tsa4_EfxMagdhisEffectBG,Tsa_0862A708,0x62A708,0x10C
13966,Tsa4_EfxMagdhisEffectBG,Tsa_0862A814,0x62A814,0x10C
13970,Tsa4_EfxMagdhisEffectBG,Tsa_0862A920,0x62A920,0x120
13974,Tsa4_EfxMagdhisEffectBG,Tsa_0862AA40,0x62AA40,0x124
13978,Tsa4_EfxMagdhisEffectBG,Tsa_0862AB64,0x62AB64,0xE8
13982,Tsa4_EfxMagdhisEffectBG,Tsa_0862AC4C,0x62AC4C,0xDC
13986,Tsa4_EfxMagdhisEffectBG,Tsa_0862AD28,0x62AD28,0xC0
13990,Tsa4_EfxMagdhisEffectBG,Tsa_0862ADE8,0x62ADE8,0xB8
13994,Tsa4_EfxMagdhisEffectBG,Tsa_0862AEA0,0x62AEA0,0xA8
13998,Tsa4_EfxMagdhisEffectBG,Tsa_0862AF48,0x62AF48,0xBC
14002,Tsa4_EfxMagdhisEffectBG,Tsa_0862B004,0x62B004,0xD8
14006,Tsa4_EfxMagdhisEffectBG,Tsa_0862B0DC,0x62B0DC,0xE0
14010,Tsa4_EfxMagdhisEffectBG,Tsa_0862B1BC,0x62B1BC,0xF0
14014,Tsa4_EfxMagdhisEffectBG,Tsa_0862B2AC,0x62B2AC,0xFC
14018,Tsa4_EfxMagdhisEffectBG,Tsa_0862B3A8,0x62B3A8,0xF4
14022,Tsa4_EfxMagdhisEffectBG,Tsa_0862B49C,0x62B49C,0xF8
14026,Tsa4_EfxMagdhisEffectBG,Tsa_0862B594,0x62B594,0xEC
14030,Tsa4_EfxMagdhisEffectBG,Tsa_0862B680,0x62B680,0xE4
14034,Tsa4_EfxMagdhisEffectBG,Tsa_0862B764,0x62B764,0xD8
14038,Tsa4_EfxMagdhisEffectBG,Tsa_0862B83C,0x62B83C,0xD0
14042,Tsa4_EfxMagdhisEffectBG,Tsa_0862B90C,0x62B90C,0xCC
14046,Tsa4_EfxMagdhisEffectBG,Tsa_0862B9D8,0x62B9D8,0xC8
14050,Tsa4_EfxMagdhisEffectBG,Tsa_0862BAA0,0x62BAA0,0xB4
14054,Tsa4_EfxMagdhisEffectBG,Tsa_0862BB54,0x62BB54,0xB4
14058,Tsa4_EfxMagdhisEffectBG,Tsa_0862BC08,0x62BC08,0xA0
14062,Tsa4_EfxMagdhisEffectBG,Tsa_0862BCA8,0x62BCA8,0xB4
14066,Tsa4_EfxMagdhisEffectBG,Tsa_0862BD5C,0x62BD5C,0xBC
14070,Tsa4_EfxMagdhisEffectBG,Tsa_0862BE18,0x62BE18,0xDC
14074,Tsa4_EfxMagdhisEffectBG,Tsa_0862BEF4,0x62BEF4,0xE8
14078,Tsa4_EfxMagdhisEffectBG,Tsa_0862BFDC,0x62BFDC,0x124
14082,Tsa4_EfxMagdhisEffectBG,Tsa_0862C100,0x62C100,0x120
14086,Tsa4_EfxMagdhisEffectBG,Tsa_0862C220,0x62C220,0x10C
14090,Tsa4_EfxMagdhisEffectBG,Tsa_0862C32C,0x62C32C,0x10C
14094,Tsa4_EfxMagdhisEffectBG,Tsa_0862C438,0x62C438,0xFC
14098,Tsa4_EfxMagdhisEffectBG,Tsa_0862C534,0x62C534,0x100
14102,Tsa4_EfxMagdhisEffectBG,Tsa_0862C634,0x62C634,0xFC
14106,Tsa4_EfxMagdhisEffectBG,Tsa_0862C730,0x62C730,0xFC
14110,Tsa4_EfxMagdhisEffectBG,Img_FluxAnimSprites_Orb,0x62C82C,0x400
14114,Tsa4_EfxMagdhisEffectBG,Img_FluxAnimSprites_Tendrils,0x62CC2C,0x440
14118,Tsa4_EfxMagdhisEffectBG,Img_FluxAnimSprites_SigilVoid,0x62D06C,0x3B8
14122,Tsa4_EfxMagdhisEffectBG,Pal_FluxAnimSprites,0x62D424,0x20
14516,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_A,0x62DD0C,0xAD0
14520,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_B,0x62E7DC,0xBA8
14524,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_C,0x62F384,0xB58
14528,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_D,0x62FEDC,0xAB4
14532,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_E,0x630990,0xAD0
14536,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_F,0x631460,0xCC4
14540,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_G,0x632124,0x904
14544,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_H,0x632A28,0x554
14548,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_I,0x632F7C,0x918
14552,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_J,0x633894,0xC34
14556,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_K,0x6344C8,0xCA4
14560,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_L,0x63516C,0xBF4
14564,Tsa4_EfxMagdhisEffectBG,Img_NosferatuBg_M,0x635D60,0x8E0
14568,Tsa4_EfxMagdhisEffectBG,Pal_NosferatuBg,0x636640,0x20
14572,Tsa4_EfxMagdhisEffectBG,Tsa_08636660,0x636660,0x130
14576,Tsa4_EfxMagdhisEffectBG,Tsa_08636790,0x636790,0xAC
14580,Tsa4_EfxMagdhisEffectBG,Tsa_0863683C,0x63683C,0xB0
14584,Tsa4_EfxMagdhisEffectBG,Tsa_086368EC,0x6368EC,0xB8
14588,Tsa4_EfxMagdhisEffectBG,Tsa_086369A4,0x6369A4,0xC0
14592,Tsa4_EfxMagdhisEffectBG,Tsa_08636A64,0x636A64,0xCC
14596,Tsa4_EfxMagdhisEffectBG,Tsa_08636B30,0x636B30,0xE0
14600,Tsa4_EfxMagdhisEffectBG,Tsa_08636C10,0x636C10,0xE8
14604,Tsa4_EfxMagdhisEffectBG,Tsa_08636CF8,0x636CF8,0x108
14608,Tsa4_EfxMagdhisEffectBG,Tsa_08636E00,0x636E00,0x11C
14612,Tsa4_EfxMagdhisEffectBG,Tsa_08636F1C,0x636F1C,0x13C
14616,Tsa4_EfxMagdhisEffectBG,Tsa_08637058,0x637058,0x150
14620,Tsa4_EfxMagdhisEffectBG,Tsa_086371A8,0x6371A8,0x158
14624,Tsa4_EfxMagdhisEffectBG,Tsa_08637300,0x637300,0x158
14628,Tsa4_EfxMagdhisEffectBG,Tsa_08637458,0x637458,0x154
14632,Tsa4_EfxMagdhisEffectBG,Tsa_086375AC,0x6375AC,0x150
14636,Tsa4_EfxMagdhisEffectBG,Tsa_086376FC,0x6376FC,0x150
14640,Tsa4_EfxMagdhisEffectBG,Tsa_0863784C,0x63784C,0x138
14644,Tsa4_EfxMagdhisEffectBG,Tsa_08637984,0x637984,0x12C
14648,Tsa4_EfxMagdhisEffectBG,Tsa_08637AB0,0x637AB0,0x11C
14652,Tsa4_EfxMagdhisEffectBG,Tsa_08637BCC,0x637BCC,0x10C
14656,Tsa4_EfxMagdhisEffectBG,Tsa_08637CD8,0x637CD8,0xF8
14660,Tsa4_EfxMagdhisEffectBG,Tsa_08637DD0,0x637DD0,0xEC
14664,Tsa4_EfxMagdhisEffectBG,Tsa_08637EBC,0x637EBC,0xD0
14668,Tsa4_EfxMagdhisEffectBG,Tsa_08637F8C,0x637F8C,0xBC
14672,Tsa4_EfxMagdhisEffectBG,Tsa_08638048,0x638048,0xB4
14676,Tsa4_EfxMagdhisEffectBG,Tsa_086380FC,0x6380FC,0xB0
14680,Tsa4_EfxMagdhisEffectBG,Tsa_086381AC,0x6381AC,0xAC
14684,Tsa4_EfxMagdhisEffectBG,Tsa_08638258,0x638258,0xA8
14688,Tsa4_EfxMagdhisEffectBG,Tsa_08638300,0x638300,0xB4
14692,Tsa4_EfxMagdhisEffectBG,Tsa_086383B4,0x6383B4,0xC0
14696,Tsa4_EfxMagdhisEffectBG,Tsa_08638474,0x638474,0xCC
14700,Tsa4_EfxMagdhisEffectBG,Tsa_08638540,0x638540,0xC8
14704,Tsa4_EfxMagdhisEffectBG,Tsa_08638608,0x638608,0xC8
14708,Tsa4_EfxMagdhisEffectBG,Tsa_086386D0,0x6386D0,0xD4
14712,Tsa4_EfxMagdhisEffectBG,Tsa_086387A4,0x6387A4,0xDC
14716,Tsa4_EfxMagdhisEffectBG,Tsa_08638880,0x638880,0xE8
14720,Tsa4_EfxMagdhisEffectBG,Tsa_08638968,0x638968,0xF4
14724,Tsa4_EfxMagdhisEffectBG,Tsa_08638A5C,0x638A5C,0x108
14728,Tsa4_EfxMagdhisEffectBG,Tsa_08638B64,0x638B64,0x108
14732,Tsa4_EfxMagdhisEffectBG,Tsa_08638C6C,0x638C6C,0x124
14736,Tsa4_EfxMagdhisEffectBG,Tsa_08638D90,0x638D90,0x120
14740,Tsa4_EfxMagdhisEffectBG,Tsa_08638EB0,0x638EB0,0x11C
14744,Tsa4_EfxMagdhisEffectBG,Tsa_08638FCC,0x638FCC,0x110
14748,Tsa4_EfxMagdhisEffectBG,Tsa_086390DC,0x6390DC,0x10C
14752,Tsa4_EfxMagdhisEffectBG,Tsa_086391E8,0x6391E8,0x100
14756,Tsa4_EfxMagdhisEffectBG,Tsa_086392E8,0x6392E8,0xF0
14760,Tsa4_EfxMagdhisEffectBG,Tsa_086393D8,0x6393D8,0xDC
14764,Tsa4_EfxMagdhisEffectBG,Tsa_086394B4,0x6394B4,0xCC
14768,Tsa4_EfxMagdhisEffectBG,Tsa_08639580,0x639580,0xB8
14772,Tsa4_EfxMagdhisEffectBG,Tsa_08639638,0x639638,0xAC
14776,Tsa4_EfxMagdhisEffectBG,Img_086396E4,0x6396E4,0x5B4
14780,Tsa4_EfxMagdhisEffectBG,Img_08639C98,0x639C98,0x6C8
14784,Tsa4_EfxMagdhisEffectBG,Img_0863A360,0x63A360,0x640
14788,Tsa4_EfxMagdhisEffectBG,Img_0863A9A0,0x63A9A0,0x608
14792,Tsa4_EfxMagdhisEffectBG,Img_0863AFA8,0x63AFA8,0x660
14796,Tsa4_EfxMagdhisEffectBG,Img_0863B608,0x63B608,0x670
14800,Tsa4_EfxMagdhisEffectBG,Img_0863BC78,0x63BC78,0x63C
14804,Tsa4_EfxMagdhisEffectBG,Img_0863C2B4,0x63C2B4,0x648
14808,Tsa4_EfxMagdhisEffectBG,Img_0863C8FC,0x63C8FC,0x704
14812,Tsa4_EfxMagdhisEffectBG,Img_0863D000,0x63D000,0x7B8
14816,Tsa4_EfxMagdhisEffectBG,Img_0863D7B8,0x63D7B8,0x7F4
14820,Tsa4_EfxMagdhisEffectBG,Img_0863DFAC,0x63DFAC,0x7D8
14824,Tsa4_EfxMagdhisEffectBG,Img_0863E784,0x63E784,0x81C
14828,Tsa4_EfxMagdhisEffectBG,Img_0863EFA0,0x63EFA0,0x780
14832,Tsa4_EfxMagdhisEffectBG,Img_0863F720,0x63F720,0x794
14836,Tsa4_EfxMagdhisEffectBG,Img_0863FEB4,0x63FEB4,0x734
14840,Tsa4_EfxMagdhisEffectBG,Img_086405E8,0x6405E8,0xAAC
14844,Tsa4_EfxMagdhisEffectBG,Img_08641094,0x641094,0x560
14848,Tsa4_EfxMagdhisEffectBG,Img_086415F4,0x6415F4,0x770
14852,Tsa4_EfxMagdhisEffectBG,Pal_DivineBg3,0x641D64,0x20
14856,Tsa4_EfxMagdhisEffectBG,Pal_DivineBg,0x641D84,0x20
14860,Tsa4_EfxMagdhisEffectBG,Tsa_08641DA4,0x641DA4,0x194
14864,Tsa4_EfxMagdhisEffectBG,Tsa_08641F38,0x641F38,0x204
14868,Tsa4_EfxMagdhisEffectBG,Tsa_0864213C,0x64213C,0x2D0
14872,Tsa4_EfxMagdhisEffectBG,Tsa_0864240C,0x64240C,0x2D0
14876,Tsa4_EfxMagdhisEffectBG,Tsa_086426DC,0x6426DC,0x2B0
14880,Tsa4_EfxMagdhisEffectBG,Tsa_0864298C,0x64298C,0x2B4
14884,Tsa4_EfxMagdhisEffectBG,Tsa_08642C40,0x642C40,0x28C
14888,Tsa4_EfxMagdhisEffectBG,Tsa_08642ECC,0x642ECC,0x284
14892,Tsa4_EfxMagdhisEffectBG,Tsa_08643150,0x643150,0x274
14896,Tsa4_EfxMagdhisEffectBG,Tsa_086433C4,0x6433C4,0x294
14900,Tsa4_EfxMagdhisEffectBG,Tsa_08643658,0x643658,0x288
14904,Tsa4_EfxMagdhisEffectBG,Tsa_086438E0,0x6438E0,0x29C
14908,Tsa4_EfxMagdhisEffectBG,Tsa_08643B7C,0x643B7C,0x288
14912,Tsa4_EfxMagdhisEffectBG,Tsa_08643E04,0x643E04,0x27C
14916,Tsa4_EfxMagdhisEffectBG,Tsa_08644080,0x644080,0x230
14920,Tsa4_EfxMagdhisEffectBG,Tsa_086442B0,0x6442B0,0x250
14924,Tsa4_EfxMagdhisEffectBG,Tsa_08644500,0x644500,0x230
14928,Tsa4_EfxMagdhisEffectBG,Tsa_08644730,0x644730,0x1F8
14932,Tsa4_EfxMagdhisEffectBG,Tsa_08644928,0x644928,0x1E4
14936,Tsa4_EfxMagdhisEffectBG,Tsa_08644B0C,0x644B0C,0x19C
14940,Tsa4_EfxMagdhisEffectBG,Tsa_08644CA8,0x644CA8,0x128
14944,Tsa4_EfxMagdhisEffectBG,Tsa_08644DD0,0x644DD0,0xA0
14948,Tsa4_EfxMagdhisEffectBG,Tsa_08644E70,0x644E70,0xA8
14952,Tsa4_EfxMagdhisEffectBG,Tsa_08644F18,0x644F18,0xA8
14956,Tsa4_EfxMagdhisEffectBG,Tsa_08644FC0,0x644FC0,0xB0
14960,Tsa4_EfxMagdhisEffectBG,Tsa_08645070,0x645070,0xB8
14964,Tsa4_EfxMagdhisEffectBG,Tsa_08645128,0x645128,0xCC
14968,Tsa4_EfxMagdhisEffectBG,Tsa_086451F4,0x6451F4,0xCC
14972,Tsa4_EfxMagdhisEffectBG,Tsa_086452C0,0x6452C0,0xD4
14976,Tsa4_EfxMagdhisEffectBG,Tsa_08645394,0x645394,0xD8
14980,Tsa4_EfxMagdhisEffectBG,Tsa_0864546C,0x64546C,0xDC
14984,Tsa4_EfxMagdhisEffectBG,Tsa_08645548,0x645548,0xDC
14988,Tsa4_EfxMagdhisEffectBG,Tsa_08645624,0x645624,0xE4
14992,Tsa4_EfxMagdhisEffectBG,Tsa_08645708,0x645708,0xB4
14996,Tsa4_EfxMagdhisEffectBG,Tsa_086457BC,0x6457BC,0x9C
15000,Tsa4_EfxMagdhisEffectBG,Tsa_08645858,0x645858,0x9C
15004,Tsa4_EfxMagdhisEffectBG,Tsa_086458F4,0x6458F4,0x9C
15008,Tsa4_EfxMagdhisEffectBG,Tsa_08645990,0x645990,0x9C
15012,Tsa4_EfxMagdhisEffectBG,Tsa_08645A2C,0x645A2C,0x9C
15016,Tsa4_EfxMagdhisEffectBG,Tsa_08645AC8,0x645AC8,0x9C
15020,Tsa4_EfxMagdhisEffectBG,Tsa_08645B64,0x645B64,0x9C
15024,Tsa4_EfxMagdhisEffectBG,Tsa_08645C00,0x645C00,0x9C
15028,Tsa4_EfxMagdhisEffectBG,Tsa_08645C9C,0x645C9C,0x9C
15032,Tsa4_EfxMagdhisEffectBG,Tsa_08645D38,0x645D38,0xA0
15036,Tsa4_EfxMagdhisEffectBG,Img_DivineSprites,0x645DD8,0x16C
15040,Tsa4_EfxMagdhisEffectBG,Pal_DivineSprites,0x645F44,0x20
15229,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_A,0x646550,0x348
15233,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_B,0x646898,0x8D4
15237,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_C,0x64716C,0x103C
15241,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_D,0x6481A8,0xC6C
15245,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_E,0x648E14,0xC1C
15249,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_F,0x649A30,0xB58
15253,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_G,0x64A588,0xB54
15257,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_H,0x64B0DC,0xAB0
15261,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_I,0x64BB8C,0xA28
15265,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_J,0x64C5B4,0x8FC
15269,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_K,0x64CEB0,0x8CC
15273,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_L,0x64D77C,0x880
15277,Tsa4_EfxMagdhisEffectBG,Img_EclipseBg_M,0x64DFFC,0x794
15281,Tsa4_EfxMagdhisEffectBG,Pal_EclipseBg_B,0x64E790,0x20
15285,Tsa4_EfxMagdhisEffectBG,Pal_EclipseBg_C,0x64E7B0,0x20
15289,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_A,0x64E7D0,0x1A4
15293,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_B,0x64E974,0xA0
15297,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_C,0x64EA14,0xA0
15301,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_D,0x64EAB4,0xB4
15305,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_E,0x64EB68,0xB4
15309,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_F,0x64EC1C,0xB4
15313,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_G,0x64ECD0,0xDC
15317,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_H,0x64EDAC,0xDC
15321,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_I,0x64EE88,0x114
15325,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_J,0x64EF9C,0x114
15329,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_K,0x64F0B0,0x114
15333,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_L,0x64F1C4,0x114
15337,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_M,0x64F2D8,0x114
15341,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_N,0x64F3EC,0x10C
15345,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_O,0x64F4F8,0xD8
15349,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_P,0x64F5D0,0x110
15353,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_Q,0x64F6E0,0x168
15357,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_R,0x64F848,0x1C4
15361,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_S,0x64FA0C,0x1C4
15365,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_T,0x64FBD0,0x1BC
15369,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_U,0x64FD8C,0x1B0
15373,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_V,0x64FF3C,0x1B0
15377,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_W,0x6500EC,0x1B0
15381,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_X,0x65029C,0x1A4
15385,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_Y,0x650440,0x198
15389,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_Z,0x6505D8,0x190
15393,Tsa4_EfxMagdhisEffectBG,Tsa_EclipseBg_AA,0x650768,0x174
15397,Tsa4_EfxMagdhisEffectBG,Img_EclipseSprites_Swirl,0x6508DC,0x4CC
15401,Tsa4_EfxMagdhisEffectBG,Img_EclipseSprites_08650DA8,0x650DA8,0x498
15405,Tsa4_EfxMagdhisEffectBG,Img_EclipseSprites_08651240,0x651240,0x3FC
15409,Tsa4_EfxMagdhisEffectBG,Pal_EclipseSprites,0x65163C,0x20
15632,Tsa4_EfxMagdhisEffectBG,Img_FenrirBg_Sigils,0x651DF4,0x760
15636,Tsa4_EfxMagdhisEffectBG,Pal_EfxFenrirBGCOL,0x652554,0x1E0
15640,Tsa4_EfxMagdhisEffectBG,Tsa_FenrirBg_Sigils,0x652734,0x214
15644,Tsa4_EfxMagdhisEffectBG,Img_08652948,0x652948,0x1218
15648,Tsa4_EfxMagdhisEffectBG,Img_08653B60,0x653B60,0x1350
15652,Tsa4_EfxMagdhisEffectBG,Img_08654EB0,0x654EB0,0xE7C
15656,Tsa4_EfxMagdhisEffectBG,Img_08655D2C,0x655D2C,0xBC8
15660,Tsa4_EfxMagdhisEffectBG,Pal_FenrirBg,0x6568F4,0x20
15664,Tsa4_EfxMagdhisEffectBG,Pal_EfxFenrirBG2_B,0x656914,0x20
15668,Tsa4_EfxMagdhisEffectBG,Tsa_08656934,0x656934,0xBC
15672,Tsa4_EfxMagdhisEffectBG,Tsa_086569F0,0x6569F0,0xBC
15676,Tsa4_EfxMagdhisEffectBG,Tsa_08656AAC,0x656AAC,0xBC
15680,Tsa4_EfxMagdhisEffectBG,Tsa_08656B68,0x656B68,0xBC
15684,Tsa4_EfxMagdhisEffectBG,Tsa_08656C24,0x656C24,0xBC
15688,Tsa4_EfxMagdhisEffectBG,Tsa_08656CE0,0x656CE0,0xBC
15692,Tsa4_EfxMagdhisEffectBG,Tsa_08656D9C,0x656D9C,0x104
15696,Tsa4_EfxMagdhisEffectBG,Tsa_08656EA0,0x656EA0,0x104
15700,Tsa4_EfxMagdhisEffectBG,Tsa_08656FA4,0x656FA4,0x104
15704,Tsa4_EfxMagdhisEffectBG,Tsa_086570A8,0x6570A8,0x104
15708,Tsa4_EfxMagdhisEffectBG,Tsa_086571AC,0x6571AC,0x104
15712,Tsa4_EfxMagdhisEffectBG,Tsa_086572B0,0x6572B0,0x104
15716,Tsa4_EfxMagdhisEffectBG,Tsa_086573B4,0x6573B4,0x140
15720,Tsa4_EfxMagdhisEffectBG,Tsa_086574F4,0x6574F4,0x144
15724,Tsa4_EfxMagdhisEffectBG,Tsa_08657638,0x657638,0x144
15728,Tsa4_EfxMagdhisEffectBG,Tsa_0865777C,0x65777C,0x144
15732,Tsa4_EfxMagdhisEffectBG,Tsa_086578C0,0x6578C0,0x144
15736,Tsa4_EfxMagdhisEffectBG,Tsa_08657A04,0x657A04,0x144
15740,Tsa4_EfxMagdhisEffectBG,Tsa_08657B48,0x657B48,0x180
15744,Tsa4_EfxMagdhisEffectBG,Tsa_08657CC8,0x657CC8,0x184
15748,Tsa4_EfxMagdhisEffectBG,Tsa_08657E4C,0x657E4C,0x184
15752,Tsa4_EfxMagdhisEffectBG,Tsa_08657FD0,0x657FD0,0x160
15756,Tsa4_EfxMagdhisEffectBG,Tsa_08658130,0x658130,0x160
15760,Tsa4_EfxMagdhisEffectBG,Tsa_08658290,0x658290,0x160
15764,Tsa4_EfxMagdhisEffectBG,Tsa_086583F0,0x6583F0,0x1A4
15768,Tsa4_EfxMagdhisEffectBG,Tsa_08658594,0x658594,0x1A4
15772,Tsa4_EfxMagdhisEffectBG,Tsa_08658738,0x658738,0x1A4
